filename,target,prediction
ViewerArea.java,"@Override
        public void handleEvent(Event event) {
          Table currentTable = (Table) event.widget;

          Point pt = new Point(event.x, event.y);
          TableItem item = currentTable.getItem(pt);
          if (item != null) {
            for (int col = 0; col < currentTable.getColumnCount(); col++) {
              Rectangle rect = item.getBounds(col);
              if (rect.contains(pt)) {

                if (lastSelectItem != null && !lastSelectItem.isDisposed()) {
                  lastSelectItem.setForeground(lastSelectColumn, null);
                }
                item.setForeground(col, Helper.getOrangeColor());

                lastSelectItem = item;
                lastSelectColumn = col;
                break;
              }
            }
          }
        }","@Override
        public void handleEvent(Event event) {
          if (event.detail == SWT.MOUSE_DOUBLE_CLICK) {
            TableItem item = (TableItem) event.item;
            if (item!= null) {
              viewItemInTable(item);
            }
          }
        }"
StaggeredGridLayoutManager.java,"private int convertFocusDirectionToLayoutDirection(int focusDirection) {
        switch (focusDirection) {
            case View.FOCUS_BACKWARD:
                if (mOrientation == VERTICAL) {
                    return LayoutState.LAYOUT_START;
                } else if (isLayoutRTL()) {
                    return LayoutState.LAYOUT_END;
                } else {
                    return LayoutState.LAYOUT_START;
                }
            case View.FOCUS_FORWARD:
                if (mOrientation == VERTICAL) {
                    return LayoutState.LAYOUT_END;
                } else if (isLayoutRTL()) {
                    return LayoutState.LAYOUT_START;
                } else {
                    return LayoutState.LAYOUT_END;
                }
            case View.FOCUS_UP:
                return mOrientation == VERTICAL ? LayoutState.LAYOUT_START
                        : LayoutState.INVALID_LAYOUT;
            case View.FOCUS_DOWN:
                return mOrientation == VERTICAL ? LayoutState.LAYOUT_END
                        : LayoutState.INVALID_LAYOUT;
            case View.FOCUS_LEFT:
                return mOrientation == HORIZONTAL ? LayoutState.LAYOUT_START
                        : LayoutState.INVALID_LAYOUT;
            case View.FOCUS_RIGHT:
                return mOrientation == HORIZONTAL ? LayoutState.LAYOUT_END
                        : LayoutState.INVALID_LAYOUT;
            default:
                if (DEBUG) {
                    Log.d(TAG, ""Unknown focus request:"" + focusDirection);
                }
                return LayoutState.INVALID_LAYOUT;
        }

    }","private int convertFocusDirectionToLayoutDirection(int focusDirection) {
        if (focusDirection == View.FOCUS_LEFT || focusDirection == View.FOCUS_BACKWARD) {
            return LayoutState.LAYOUT_START;
        } else if (focusDirection == View.FOCUS_RIGHT || focusDirection == View.FOCUS_FORWARD) {
            return LayoutState.LAYOUT_END;
        } else {
            return LayoutState.INVALID_LAYOUT;
        }
    }"
EarClippingSeparatorHelper.java,"public Polygon add(Triangle t){
            //First, find vertices that connect
            int firstP = -1;
            int firstT = -1;
            int secondP = -1;
            int secondT = -1;
            for (int i=0; i < nVertices; i++){
                if (t.x[0] == x[i] && t.y[0] == y[i]){
                    if (firstP == -1){
                        firstP = i; firstT = 0;
                    } else{
                        secondP = i; secondT = 0;
                    }
                } else if (t.x[1] == x[i] && t.y[1] == y[i]){
                    if (firstP == -1){
                        firstP = i; firstT = 1;
                    } else{
                        secondP = i; secondT = 1;
                    }
                } else if (t.x[2] == x[i] && t.y[2] == y[i]){
                    if (firstP == -1){
                        firstP = i; firstT = 2;
                    } else{
                        secondP = i; secondT = 2;
                    }
                }
            }
            //Fix ordering if first should be last vertex of poly
            if (firstP == 0 && secondP == nVertices-1){
                firstP = nVertices-1;
                secondP = 0;
            }

            //Didn't find it
            if (secondP == -1) return null;

            //Find tip index on triangle
            int tipT = 0;
            if (tipT == firstT || tipT == secondT) tipT = 1;
            if (tipT == firstT || tipT == secondT) tipT = 2;

            float[] newx = new float[nVertices+1];
            float[] newy = new float[nVertices+1];
            int currOut = 0;
            for (int i=0; i<nVertices; i++){
                newx[currOut] = x[i];
                newy[currOut] = y[i];
                if (i == firstP){
                    ++currOut;
                    newx[currOut] = t.x[tipT];
                    newy[currOut] = t.y[tipT];
                }
                ++currOut;
            }
            return new Polygon(newx,newy);
        }","public Polygon add(Triangle t){
            if (!isConvex()){
                return null;
            }
            float[] newX = new float[nVertices+3];
            float[] newY = new float[nVertices+3];
            for (int i=0; i<nVertices; ++i){
                newX[i] = x[i];
                newY[i] = y[i];
            }
            newX[nVertices] = t.x[0];
            newY[nVertices] = t.y[0];
            newX[nVertices+1] = t.x[1];
            newY[nVertices+1] = t.y[1];
            newX[nVertices+2] = t.x[2];
            newY[nVertices+2] = t.y[2];"
TableToolBar.java,"public void colorCells(Table currentTable) {
        currentTable.colorCells();
    }","public void colorCells(Table currentTable) {
        if(currentTable.getType() == Settings.TABLE_3D) {
            Table3D table3d = (Table3D) currentTable;
            table3d.colorCells();
        }
    }"
BuscaConvocatoriasForm.java,"public void setVerTodoSub(boolean verTodoSub) {
		this.verTodoSub = verTodoSub;
	}","public Date getFecha() {
		return fecha;
	}"
StreamSerializer.java,"String encode(String text, boolean encodeCtl, boolean inAttr)
  {
    int len = text.length();
    CPStringBuilder buf = null;
    for (int i = 0; i < len; i++)
      {
        char c = text.charAt(i);
        if (c == '<')
          {
            if (buf == null)
              buf = new CPStringBuilder(text.substring(0, i));
            buf.append(""&lt;"");
          }
        else if (c == '>')
          {
            if (buf == null)
              buf = new CPStringBuilder(text.substring(0, i));
            buf.append(""&gt;"");
          }
        else if (c == '&')
          {
            if (mode == Stylesheet.OUTPUT_HTML && (i + 1) < len &&
                text.charAt(i + 1) == '{')
              {
                if (buf != null)
                  buf.append(c);
              }
            else
              {
                if (buf == null)
                  buf = new CPStringBuilder(text.substring(0, i));
                buf.append(""&amp;"");
              }
          }
        else if (c == '\'' && inAttr)
          {
            if (buf == null)
              buf = new CPStringBuilder(text.substring(0, i));
            if (mode == Stylesheet.OUTPUT_HTML)
              // HTML does not define &apos;, use character entity ref
              buf.append(""&#x27;"");
            else
              buf.append(""&apos;"");
          }
        else if (c == '""' && inAttr)
          {
            if (buf == null)
              buf = new CPStringBuilder(text.substring(0, i));
            buf.append(""&quot;"");
          }
        else if (encodeCtl)
          {
            if (c < 0x20)
              {
                if (buf == null)
                  buf = new CPStringBuilder(text.substring(0, i));
                buf.append('&');
                buf.append('#');
                buf.append((int) c);
                buf.append(';');
              }
            else if (buf != null)
              buf.append(c);
          }
        else if (buf != null)
          buf.append(c);
      }
    return (buf == null) ? text : buf.toString();
  }","String getHTMLCharacterEntity(char c)
  {
    switch (c)
      {
      case 160: return ""nbsp"";
      case 161: return ""iexcl"";
      case 162: return ""cent"";
      case 163: return ""pound"";
      case 164: return ""curren"";
      case 165: return ""yen"";
      case 166: return ""brvbar"";
      case 167: return ""sect"";
      case 168: return ""uml"";
      case 169: return ""copy"";
      case 170: return ""ordf"";
      case 171: return ""laquo"";
      case 172: return ""not"";
      case 173: return ""shy"";
      case 174: return ""reg"";"
MzIdentParser.java,"public void readFasta(String inputFasta) {
        List<Pattern> pats = new ArrayList<>();
        for (String pat : FASTA_ID_PATTERNS) {
            pats.add(Pattern.compile(pat));
        }
        InputStream fstream = null;
        try {
            fstream = new FileInputStream(inputFasta);
            // Get the object of DataInputStream
            InputStream in = new DataInputStream(fstream);
            BufferedReader br = new BufferedReader(new InputStreamReader(in));
            String line;
            String currSequence = """";
            String currProtAcc = null;
            String currDefline = null;
            int recordCounter = 0;
            while ((line = br.readLine()) != null)   {          
                line = line.replaceAll(""\n"","""");                
                      
                if(line.contains("">"")){                
                    //Insert previous into hash and reset
                    if(recordCounter != 0){              
                        currSequence = currSequence.replaceAll("" "","""");
                        accToSeq.put(currProtAcc, currSequence);
                        //System.out.println(""Inserting:"" + currProtAcc + ""_"" + currSequence);
                        accToDefline.put(currProtAcc, currDefline);
                        //System.out.println(""Inserting2:"" + currProtAcc + ""_"" + currDefline);
                        
                        currSequence = """";
                    }   
                    
                    try {
                        Header header = Header.parseFromFASTA(line);
                        currProtAcc = header.getAccession();
                        currDefline = header.getDescription();
                    } catch (Exception ex) {
                        line = line.replaceAll("">"", """");
                        for (Pattern p : pats) {
                            Matcher m = p.matcher(line);
                            if (m.matches()) {
                                switch (m.groupCount()) {
                                    case 2:
                                        currDefline = m.group(2);
                                    case 1:
                                        currProtAcc = m.group(1);
                                        break;
                                    default:
                                        currProtAcc = line;
                                }
                                break;
                            }
                        }
                    }
                    recordCounter++;
                } else {
                    currSequence += line;
                }
            }
            //handle last
            accToSeq.put(currProtAcc, currSequence.replaceAll("" "",""""));
            accToDefline.put(currProtAcc, currDefline);
            //Close the input stream
            in.close();
        } catch (FileNotFoundException ex) {
              String methodName =Thread.currentThread().getStackTrace()[1].getMethodName();
             String className = this.getClass().getName();
             String message= ""The task \""""+methodName +  ""\"" in the class \""""+ className + ""\"" was not completed because of ""+ ex.getMessage()+"".""+
                ""\nPlease see the reference guide at 01 for more information on this error. https://code.google.com/p/mzidentml-lib/wiki/CommonErrors "";
             System.out.println (message);
        } catch (IOException ex) {
              String methodName =Thread.currentThread().getStackTrace()[1].getMethodName();
             String className = this.getClass().getName();
             String message= ""The task \""""+methodName +  ""\"" in the class \""""+ className + ""\"" was not completed because of ""+ ex.getMessage()+"".""+
                ""\nPlease see the reference guide at 02 for more information on this error. https://code.google.com/p/mzidentml-lib/wiki/CommonErrors "";
             System.out.println (message);
        } finally {
            try {
                fstream.close();
            } catch (IOException ex) {
                  String methodName =Thread.currentThread().getStackTrace()[1].getMethodName();
             String className = this.getClass().getName();
             String message= ""The task \""""+methodName +  ""\"" in the class \""""+ className + ""\"" was not completed because of ""+ ex.getMessage()+"".""+
                ""\nPlease see the reference guide at 02 for more information on this error. https://code.google.com/p/mzidentml-lib/wiki/CommonErrors "";
             System.out.println (message);
            }
        }        
    }","public void readFasta(String inputFasta, String outputFasta) {
        List<Pattern> pats = new ArrayList<>();
        for (String pat : FASTA_ID_PATTERNS) {
            pats.add(Pattern.compile(pat));
        }
        InputStream fstream = null;
        try {
            fstream = new FileInputStream(inputFasta);
            // Get the object of DataInputStream
            InputStream in = new DataInputStream(fstream);
            BufferedReader br = new BufferedReader(new InputStreamReader(in));
            String line;
            String currSequence = """";
            String currProtAcc = null;
            String currDefline = null;
            int recordCounter = 0;
            while ((line = br.readLine())!= null)   {          
                line = line.replaceAll(""\n"","""");"
FDBTableStatusCache.java,"@Override
        public int getTableID() {
            return tableID;
        }","private long getRowCount(TransactionState txn, boolean approximate) {
            if(approximate) {
                return ue.get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get(0).get"
HTMLUtil.java,"public static String restrictHTML (String src, String[] regexes)
    {
        if (StringUtil.isBlank(src)) {
            return src;
        }

        ArrayList<String> list = new ArrayList<String>();
        list.add(src);
        for (String regexe : regexes) {
            Pattern p = Pattern.compile(regexe, Pattern.CASE_INSENSITIVE);
            for (int jj=0; jj < list.size(); jj += 2) {
                String piece = list.get(jj);
                Matcher m = p.matcher(piece);
                if (m.find()) {
                    list.set(jj, piece.substring(0, m.start()));
                    list.add(jj + 1, piece.substring(m.start(), m.end()));
                    list.add(jj + 2, piece.substring(m.end()));
                }
            }
        }

        // now, the even elements of list contain untrusted text, the
        // odd elements contain stuff that matched a regex
        StringBuilder buf = new StringBuilder();
        for (int jj=0, nn = list.size(); jj < nn; jj++) {
            String s = list.get(jj);
            if (jj % 2 == 0) {
                s = s.replace(""<"", ""&lt;"");
                s = s.replace("">"", ""&gt;"");
            }
            buf.append(s);
        }
        return buf.toString();
    }","public static String restrictHTML (String src, String[] regexes)
    {
        return restrictHTML(src, regexes, true, true, true);
    }"
DeployCommand.java,"private void populatePropertiesToParameterMap(ParameterMap parameters, List<String> propertyNamesList) {

        Properties props = new Properties();
        if (properties != null) {
            for (String propertyName : propertyNamesList) {
                if (properties.containsKey(propertyName)) {
                    props.put(propertyName, properties.getProperty(propertyName));
                }
            }
        }
        parameters.add(""properties"", DeploymentUtils.propertiesValue(props, ':'));
    }","private void populatePropertiesToParameterMap(ParameterMap parameters, List<String> propertyNames) {
        for (String propertyName : propertyNames) {
            String propertyValue = suppInfo.getDeploymentContext().getAppProps().getProperty(propertyName);
            if (propertyValue!= null) {
                parameters.add(propertyName, propertyValue);
            }
        }
    }"
WellSearchResultsTest.java,"private void doTestColumnsCreated(String testDescription,
                                    WellSearchResults wellSearchResults,
                                    List<String> columnNames,
                                    boolean expectedToExist)
  {
    for (String columnName : columnNames) {
      TableColumn<Tuple<String>,?> column = wellSearchResults.getColumnManager().getColumn(columnName);
      if (expectedToExist) {
        assertNotNull(testDescription + "": column "" + columnName + "" exists"", column);
      }
      else {
        assertNull(testDescription + "": column "" + columnName + "" does not exist"", column);
      }
    }
  }","private void verifySearchResult(WellSearchResults wsr,
                                   DataTableModel model,
                                   SortedSet<WellKey> expectedWellKeys)
  {
    assertEquals(""row count"", expectedWellKeys.size(), model.getRowCount());
    for (int j = 0; j < expectedWellKeys.size(); ++j) {
      model.setRowIndex(j);
      Tuple<String> rowData = (Tuple<String>) model.getRowData();
      assertNotNull(""row data not null for row "" + j,
                    rowData);
      WellKey expectedWellKey = expectedWellKeys.first();
      expectedWellKeys.remove(expectedWellKey);
      Object cellValue = null;
      Set<TableColumn<?,?>> columnsTested = Sets.newHashSet();
      for (TableColumn<Tuple<String>,?> column : wsr.getColumnManager().getVisibleColumns()) {
        if (column.getName().equals(""Plate"")) {
          assertEquals(""row "" + j + "":Plate"",
                         expectedWellKey.getPlateNumber(),
                         (Integer) cellValue);
          columnsTested.add(column);
        }
        else if (column.getName().equals(""Well"")) {
          assertEquals(""row "" + j + "":Well"",
                         expectedWellKey.getWellName(),
                         (String) cellValue);
          columnsTested.add(column);
        }
        else if (column.getName().equals(""Compound SMILES"")) {
          if (rowData.getProperty(""screenType"") == ScreenType.SMALL_MOLECULE) {
            String smiles = (String) cellValue;
            assertEquals(""row "" + j + "":Compounds"", ""smiles"" + expectedWellKey, smiles);
          }
          columnsTested.add(column);
        }
        else if (column.getName().equals(""Gene Name"")) {
          if (rowData.getProperty(""screenType"") == ScreenType.RNAI) {
            assertEquals(""row "" + j + "":SilencingReagent"",
                           ""geneName"" + expectedWellKey,
                           (String) cellValue);
          }
          columnsTested.add(column);
        }
      }
      //log.debug(""test columns: "" + columnsTested);
      assertEquals(""tested all columns for row "" + j, 5, columnsTested.size());
    }
  }"
LambdaAnalysis.java,"private static MethodHandle getMethodHandle(InvokeDynamic indy) {
        return (MethodHandle) indy.getBootstrapArgs().get(1);
    }","private MethodHandle getMethodHandle(InvokeDynamic indy) {
        return indy.getMethodHandle();
    }"
ShadowCompositeRenderer.java,"public void destroy() {
		for (Pass renderPass : passes) {
			renderPass.destroy();
		}
	}","public void destroy() {
		for (Pass renderPass : passes) {
			renderPass.destroy();
		}
	}"
TList.java,"void test_AbstractList() {
        System.err.println(""test AbstractList"");
        if (AbstractList.class.isAssignableFrom(List.class))
            throw new AssertionError();
    }","void test_prependList_List() {
        for (List<String> values: examples.keySet()) {
            List<String> list = examples.get(values);
            List<String> prepend = createList(new String[] { ""0"", ""1"" });
            List<String> expected = join(prepend, values);
            list.prependList(prepend);
            if (!equal(list, expected))
                throw new AssertionError(""prependList("" + values + "") = "" + list + ""!= "" + expected);
        }
    }"
PropertyManager.java,"@Override
    public Object addingService(ServiceReference reference) {
        GenericDevice device = (GenericDevice) context.getService(reference);
        devices.put(device.getId(), device);
        updateDevice(device);
        return null;
    }","@Override
    public GenericDevice addingService(ServiceReference reference) {
        GenericDevice device = (GenericDevice) context.getService(reference);
        devices.put(device.getId(), device);
        updateDevice(device);
        return device;
    }"
TestCollisionResolving.java,"public void testVarNamespaceCreationWithContext() {
	Term term = TacletForTests.parseTerm(""\\forall s x; p(x)"");

	FindTaclet taclet = (FindTaclet) TacletForTests.getTaclet
	    (""TestCollisionResolving_ns1"").taclet();
	PosInOccurrence pos=new PosInOccurrence(new SequentFormula(term),
						PosInTerm.getTopLevel().down(0),
						true);
	TacletApp app
	    = PosTacletApp.createPosTacletApp(taclet,
					      taclet.getMatcher().
					      matchFind(term.sub(0),
							   MatchConditions.EMPTY_MATCHCONDITIONS,
							   null),
			                      pos,
			                      services);
	TacletApp app1=app.prepareUserInstantiation(services);
	assertSame(app, app1);
	TacletFindModel instModel
	    = new TacletFindModel(app, TacletForTests.services(),
						 TacletForTests.getNamespaces(),
						 TacletForTests.getAbbrevs(),
						 goal);

	boolean exceptionthrown = false;
	try {
	    app=instModel.createTacletAppFromVarInsts();
	} catch (IllegalStateException e){
	    exceptionthrown=true;
	} catch (SVInstantiationException ipe){
	    exceptionthrown=true;
	}
	assertTrue(""Calling the creation of TacletApps before Input should ""
		   +""throw exception"", exceptionthrown);

	instModel.setValueAt(""x"",1,1);

	try {
	    app=instModel.createTacletAppFromVarInsts();
	} catch (Exception e) {
	    fail(""The exception ""+e+ ""has not been expected."");
	}

	assertNotNull(app);
    }","public void testNameConflictWithContext() throws SVInstantiationException {

	FindTaclet taclet = (FindTaclet) TacletForTests.getTaclet
	    (""TestCollisionResolving_name_conflict_with_context"").taclet();
	Term term=TacletForTests.parseTerm(""\\forall s x; p(x)"");
	PosInOccurrence pos=new PosInOccurrence(new SequentFormula(term),
						PosInTerm.getTopLevel().down(0),
						true);
	MatchConditions mc=taclet.getMatcher().matchFind(term.sub(0),
					MatchConditions.EMPTY_MATCHCONDITIONS,
					null);
	TacletApp app
	    = PosTacletApp.createPosTacletApp(taclet, mc, pos, services);
	TacletApp app1=app.prepareUserInstantiation(services);
	assertSame(""Actually there are no conflicts yet."", app, app1);
	TacletFindModel instModel
	    = new TacletFindModel(app, services,
						 TacletForTests.getNamespaces(),
						 TacletForTests.getAbbrevs(),
						 goal);
	boolean exceptionthrown=false;
	try {
	    app=instModel.createTacletAppFromVarInsts();
	} catch (IllegalStateException e){
	    exceptionthrown=true;
	}  catch (SVInstantiationException ipe){
	    exceptionthrown=true;
	}
	assertTrue(""Calling the creation of TacletApps before Input should ""
		   +""throw exception"", exceptionthrown);
	SchemaVariable v
	    = TacletForTests.getSchemaVariables().lookup(new Name(""v""));
	SchemaVariable w0 = TacletForTests.getSchemaVariables().lookup(new Name(""w0""));
	for (int i=1; i<3; i++) {
	    if (instModel.getValueAt(i,0)==v) {
		instModel.setValueAt(""x"",i,1);
	    }
	    if (instModel.getValueAt(i,0)==w0) {
		instModel.setValueAt(""f(x)"",i,1);
	    }
	}
	exceptionthrown=false;
	try {
	    app=instModel.createTacletAppFromVarInsts();
	} catch (IllegalStateException e){
	    exceptionthrown=true;
	}  catch (SVInstantiationException ipe){
	    exceptionthrown=true;"
Level.java,"@LuaInterface
	public void animatedDrop(Item item, int cell) {
		if(item == ItemsList.DUMMY) {
			return;
		}
		var heap = drop(item,cell);

		assert(heap!=null);

		if(heap.sprite != null) {
			//assert (heap.sprite != null);
			heap.sprite.drop();
		}
	}","public Item drop(Item item, int cell) {
		if(!cellValid(cell)) {
			return null;
		}

		if(item == ItemsList.DUMMY) {
			return null;
		}

		if(!item.stackable && item.quantity()>1) {
			int quantity = item.quantity();

			Bundle bundle = new Bundle();

			item.quantity(1);
			item.storeInBundle(bundle);

			for (int i = 0;i< quantity;i++) {
				Item separateItem = ItemFactory.itemByName(item.getEntityKind());
				separateItem.restoreFromBundle(bundle);
				drop(separateItem,cell);
			}
			return null;
		}

		Item itemToDrop = ItemFactory.itemByName(item.getEntityKind());
		itemToDrop.restoreFromBundle(item.getBundle());
		itemToDrop.quantity(1);

		if(itemToDrop.isStackable()) {
			itemToDrop.quantity(1);
		}

		itemToDrop.setPos(cell);
		itemsToSpawn.add(itemToDrop);

		return itemToDrop;
	}"
BeautiOptions.java,"private Operator getOperator(String name) {
        Operator operator = operators.get(name);
        if (operator == null) throw new IllegalArgumentException(""Operator with name, "" + name + "", is unknown"");
        return operator;
    }","public static final int ESTIMATED = 0;
    public static final int EMPIRICAL = 1;

    public static final int HKY = 0;
    public static final int GTR = 1;

    public static final int BLOSUM_62 = 0;
    public static final int BLOSUM_50 = 1;
    public static final int BLOSUM_45 = 2;
    public static final int BLOSUM_40 = 3;
    public static final int BLOSUM_35 = 4;"
RfbProto.java,"final int skipBytes(int n) throws IOException
	{
		int r = is.skipBytes(n);
		numBytesRead += r;
		return r;
	}","public void readFully(byte b[], int off, int len, int n) throws IOException
	{
		long before = 0;
		if (timing)
			before = System.currentTimeMillis();

		is.readFully(b, off, len, n);

		if (timing)
		{
			long after = System.currentTimeMillis();
			long newTimeWaited = (after - before) * 10;
			int newKbits = len * 8 / 1000;

			// limit rate to between 10kbit/s and 40Mbit/s

			if (newTimeWaited > newKbits * 1000)
				newTimeWaited = newKbits * 1000;
			if (newTimeWaited < newKbits / 4)
				newTimeWaited = newKbits / 4;

			timeWaitedIn100us += newTimeWaited;
			timedKbits += newKbits;
		}

		numBytesRead += len;
	}"
EventCrfDao.java,"@SuppressWarnings(""deprecation"")
    public List<EventCrf> findByStudyEventStatus(Integer studyEventId, Integer statusCode) {
        String query = ""from ""
                + getDomainClassName()
                + "" event_crf where event_crf.studyEvent.studyEventId = :studyeventid and event_crf.statusId = :statusid"";
        Query<EventCrf> q = getCurrentSession().createQuery(query, EventCrf.class);
        q.setInteger(""studyeventid"", studyEventId);
        q.setInteger(""statusid"", statusCode);
        return q.list();
    }","@SuppressWarnings(""deprecation"")
    public List<EventCrf> findByStudyEventId(Integer studyEventId) {
        String query = ""from ""
                + getDomainClassName()
                + "" event_crf where event_crf.studyEvent.studyEventId = :studyeventid"";
        Query<EventCrf> q = getCurrentSession().createQuery(query, EventCrf.class);
        q.setInteger(""studyeventid"", studyEventId);
        return q.list();
    }"
WDataManager.java,"private String getWidgetPath(int type, String appId) {
        String appPath = null;
        if (type == 0) {
            appPath = BUtility.F_APP_PATH;
        } else if (type == 1) {
            appPath = BUtility.F_APP_PATH;
        } else {
            appPath = BUtility.F_WIDGET_PATH;
        }
        String appIdPath = null;
        if (WDataManager.F_SPACE_APPID.equals(appId)) {
            appIdPath = F_SPACE_APPID;
        } else {
            appIdPath = appId;
        }
        if (BUtility.sdCardIsWork()) {

            if (type == 1) {
                return BUtility.getSdCardRootPath() + appPath + appIdPath + ""/""
                        + BUtility.F_APP_MYSPACE;
            } else {
                return BUtility.getSdCardRootPath() + appPath + appIdPath + ""/"";
            }

        } else {
            if (type == 1) {
                return m_context.getFilesDir().getPath() + ""/"" + appPath
                        + appIdPath + ""/"" + BUtility.F_APP_MYSPACE;
            } else {
                return m_context.getFilesDir().getPath() + ""/"" + appPath
                        + appIdPath + ""/"";
            }

        }

    }","private WWidgetData getWidgetDataOfXML(InputStream inputStream) {
        WWidgetData widgetData = null;
        try {
            XmlPullParser parser = Xml.newPullParser();
            parser.setInput(inputStream, ""UTF-8"");
            int eventType = parser.getEventType();
            while (eventType!= XmlPullParser.END_DOCUMENT) {
                switch (eventType) {
                    case XmlPullParser.START_DOCUMENT:
                        break;
                    case XmlPullParser.START_TAG:
                        if (""widget"".equals(parser.getName())) {
                            widgetData = new WWidgetData();
                            widgetData.m_widgetOneId = parser.getAttributeValue(null,
                                    ""widgetOneId"");
                            widgetData.m_widgetId = parser.getAttributeValue(null,
                                    ""widgetId"");
                            widgetData.m_appId = parser.getAttributeValue(null,
                                    ""appId"");
                            widgetData.m_widgetName = parser.getAttributeValue(null,
                                    ""name"");
                            widgetData.m_ver = parser.getAttributeValue(null,
                                    ""ver"");
                            widgetData.m_channelCode = parser.getAttributeValue(null,
                                    ""channelCode"");
                            widgetData.m_imei = parser.getAttributeValue(null,
                                    ""imei"");
                            widgetData.m_md5Code = parser.getAttributeValue(null,
                                    ""md5Code"");
                            widgetData.m_widgetPath = parser.getAttributeValue(null,
                                    ""file"");
                            widgetData.m_indexUrl = parser.getAttributeValue(null,
                                    ""indexUrl"");
                            widgetData.m_iconPath = parser.getAttributeValue(null,
                                    ""icon"");
                            widgetData.m_obfuscation = Integer.parseInt(parser.getAttributeValue(null,
                                    ""obfuscation""));
                            widgetData.m_logServerIp = parser.getAttributeValue(null,
                                    ""logServerIp"");
                            widgetData.m_wgtType = Integer.parseInt(parser.getAttributeValue(null,
                                    ""wgtType""));
                            widgetData.m_updateurl = parser.getAttributeValue(null,
                                    ""updateurl"");
                            widgetData.m_spaceStatus = Integer.parseInt(parser.getAttributeValue(null,
                                    ""showSpace""));
                            widgetData.m_description = parser.getAttributeValue(null,
                                    ""description"");
                            widgetData.m_email = parser.getAttributeValue(null,
                                    ""email"");
                            widgetData.m_author = parser.getAttributeValue(null,
                                    ""author"");
                            widgetData.m_license = parser.getAttributeValue(null,
                                    ""license"");
                            widgetData.m_orientation = Integer.parseInt(parser.getAttributeValue(null,
                                    ""orientation""));
                            widgetData.m_widgetAdStatus = Integer.parseInt(parser.getAttributeValue(null,
                                    ""widgetAdStatus""));
                            widgetData.m_opaque = parser.getAttributeValue(null,
                                    ""opaque"");
                            widgetData.m_bgColor = parser.getAttributeValue(null,
                                    ""bgColor"");
                        }
                        break;
                    case XmlPullParser.END_TAG:
                        break;
                    default:
                        break;
                }
                eventType = parser.next();
            }
        } catch (Exception e) {
            e.printStackTrace();
        }
        return widgetData;
    }"
Dial.java,"private boolean updateTicksForMomentum(long time) {
		
		if(momentumPixelsPerMs == 0)
		{
			stopDial();
			return false;
		}
		
		//if we've hit the edge of the dial
		if(adjustTicks(time, (time - lastMomentumUpdatedTimeMs) * momentumPixelsPerMs * ticksPerPixel))
		{
			stopDial();
			return true; //we still need to invalidate
		}
		
		float nextMomentumPixelsPerMs;
		
		if(momentumPixelsPerMs < 0)
			nextMomentumPixelsPerMs = momentumPixelsPerMs + 
			(time - lastMomentumUpdatedTimeMs) * prefs.momentumDrainPixelsPerMs2;
		else 
			nextMomentumPixelsPerMs = momentumPixelsPerMs - 
			(time - lastMomentumUpdatedTimeMs) * prefs.momentumDrainPixelsPerMs2;
		
		
		//if we flipped from negative to positive or vice versa
		if(nextMomentumPixelsPerMs * momentumPixelsPerMs < 0)
			momentumPixelsPerMs = 0;
		else momentumPixelsPerMs = nextMomentumPixelsPerMs;
		
		lastMomentumUpdatedTimeMs = time;

		if(momentumPixelsPerMs == 0)
			stopDial();
		
		return true;
	}","private void updateView(long time) {
		lastUpdatedViewMs = time;
		if(l!= null)
			l.posChanged(this);
	}"
XmlParser.java,"private static boolean tryEncoding(byte[] sig, byte b1, byte b2,
                                     byte b3, byte b4)
  {
    return (sig[0] == b1 && sig[1] == b2
            && sig[2] == b3 && sig[3] == b4);
  }","private boolean tryEncoding(byte[] sig, byte b1, byte b2,
                               byte b3, byte b4)
  {
    if (sig[0] == b1 && sig[1] == b2 && sig[2] == b3 && sig[3] == b4)
      {
        return true;
      }
    return false;
  }"
LongSorting.java,"public int compare(int a, int b) {
                // return c.compare(matrix.viewRow(a), matrix.viewRow(b));
                return c.compare(views[a], views[b]);
            }","public int compare(int a, int b) {
                return c.compare(views[a], views[b]);
            }"
TestCBCOracle.java,"public byte[] encryptTestData( byte[] plainBytes )
        throws Exception
    {
        return Utility.encryptSymmetricData( plainBytes, key, algorithm );
    }","@Override
    public OracleResponse queryOracle( OracleRequest request, OracleResponse response )
    {
        throw new UnsupportedOperationException( ""Not supported yet."" );
    }"
Cursor.java,"protected void setTimeout() {
		checkValid();
		cursors[index].timeout = System.currentTimeMillis() + cursors[index].delay;
	}","public void setTimeout(long timeout) {
		
	}"
